Subject,Code,Event Type,Time,TTime,Condition,Decisions,Outcomes,Reaction Time
VTA_LN_VTA12_ses1,trial_29_rew_6_f2_f1_acum_r2_l4_task_2_sess_1,Picture,[8817.8075547],[0],1,[1],0,1.0466406999985338
VTA_LN_VTA12_ses1,trial_30_los_11_f1_f2_acum_r2_l4_task_2_sess_1,Picture,[8822.8074013],[0],2,[2],0,1.3606365999985428
VTA_LN_VTA12_ses1,trial_31_neu_14_f2_f1_acum_r2_l4_task_2_sess_1,Picture,[8827.8065672],[0],3,[1],0,1.2124496500018722
VTA_LN_VTA12_ses1,trial_32_los_12_f2_f1_acum_r2_l4_task_2_sess_1,Picture,[8832.807533],[0],2,[1],-1,0.9214764999996987
VTA_LN_VTA12_ses1,trial_33_rew_7_f2_f1_acum_r2_l5_task_2_sess_1,Picture,[8837.8071168],[0],1,[1],0,1.4297812999993766
VTA_LN_VTA12_ses1,trial_34_rew_8_f1_f2_acum_r2_l5_task_2_sess_1,Picture,[8842.8073421],[0],1,[1],1,0.8845595499988121
VTA_LN_VTA12_ses1,trial_35_rew_9_f1_f2_acum_r3_l5_task_2_sess_1,Picture,[8847.8071263],[0],1,[1],0,0.6519645499993203
VTA_LN_VTA12_ses1,trial_37_los_14_f1_f2_acum_r3_l5_task_2_sess_1,Picture,[8857.8072755],[0],2,[1],0,0.6016114500016556
VTA_LN_VTA12_ses1,trial_38_rew_10_f2_f1_acum_r3_l5_task_2_sess_1,Picture,[8862.8072815],[0],1,[2],0,1.4535865000016202
VTA_LN_VTA12_ses1,trial_39_neu_15_f1_f2_acum_r3_l5_task_2_sess_1,Picture,[8867.8066331],[0],3,[2],0,0.9914020999985951
VTA_LN_VTA12_ses1,trial_40_los_15_f2_f1_acum_r3_l5_task_2_sess_1,Picture,[8872.8075369],[0],2,[1],-1,1.3253666000018711
VTA_LN_VTA12_ses1,trial_41_neu_16_f2_f1_acum_r3_l6_task_2_sess_1,Picture,[8877.8064252],[0],3,[2],0,1.0595228999991377
VTA_LN_VTA12_ses1,trial_42_rew_11_f1_f2_acum_r3_l6_task_2_sess_1,Picture,[8882.807343],[0],1,[1],1,0.8715338000001793
VTA_LN_VTA12_ses1,trial_43_neu_17_f2_f1_acum_r4_l6_task_2_sess_1,Picture,[8887.8069798],[0],3,[1],0,0.7807251499998529
VTA_LN_VTA12_ses1,trial_44_los_16_f2_f1_acum_r4_l6_task_2_sess_1,Picture,[8892.8074204],[0],2,[1],0,1.0955063000001246
VTA_LN_VTA12_ses1,trial_45_neu_18_f2_f1_acum_r4_l6_task_2_sess_1,Picture,[8897.8065299],[0],3,[1],0,0.9174743499988836
VTA_LN_VTA12_ses1,trial_46_neu_19_f2_f1_acum_r4_l6_task_2_sess_1,Picture,[8902.8067367],[0],3,[1],0,1.2691439000009268
VTA_LN_VTA12_ses1,trial_47_rew_12_f1_f2_acum_r4_l6_task_2_sess_1,Picture,[8907.8070626],[0],1,[1],0,0.7851219999975001
VTA_LN_VTA12_ses1,trial_48_rew_13_f2_f1_acum_r4_l6_task_2_sess_1,Picture,[8912.8072684],[0],1,[2],0,1.2493749499990372
VTA_LN_VTA12_ses1,trial_49_rew_14_f2_f1_acum_r4_l6_task_2_sess_1,Picture,[8917.8072233],[0],1,[2],1,0.7626856500010035
VTA_LN_VTA12_ses1,trial_50_los_17_f2_f1_acum_r5_l6_task_2_sess_1,Picture,[8922.8074411],[0],2,[1],0,0.9283306000015727
VTA_LN_VTA12_ses1,trial_51_rew_15_f2_f1_acum_r5_l6_task_2_sess_1,Picture,[8927.8070602],[0],1,[2],1,0.9576270500001556
VTA_LN_VTA12_ses1,trial_52_rew_16_f2_f1_acum_r6_l6_task_2_sess_1,Picture,[8932.8071027],[0],1,[2],1,0.954776700000366
VTA_LN_VTA12_ses1,trial_53_rew_17_f2_f1_acum_r7_l6_task_2_sess_1,Picture,[8937.8071031],[0],1,[2],1,0.6727010499998869
VTA_LN_VTA12_ses1,trial_54_rew_18_f1_f2_acum_r8_l6_task_2_sess_1,Picture,[8942.8072238],[0],1,[1],0,1.3889141499985271
VTA_LN_VTA12_ses1,trial_55_los_18_f2_f1_acum_r8_l6_task_2_sess_1,Picture,[8947.8076723],[0],2,[1],0,1.3079197500010196
VTA_LN_VTA12_ses1,trial_56_los_19_f1_f2_acum_r8_l6_task_2_sess_1,Picture,[8952.8077809],[0],2,[1],-1,0.7761593999985053
VTA_LN_VTA12_ses1,trial_57_neu_20_f2_f1_acum_r8_l7_task_2_sess_1,Picture,[8957.8065857],[0],3,[1],0,1.161249549999411
VTA_LN_VTA12_ses1,trial_58_rew_19_f1_f2_acum_r8_l7_task_2_sess_1,Picture,[8962.8075317],[0],1,[1],1,0.9811908499996207
VTA_LN_VTA12_ses1,trial_60_rew_20_f1_f2_acum_r9_l7_task_2_sess_1,Picture,[8972.8072307],[0],1,[1],0,0.9194005499994091
VTA_LN_VTA12_ses1,trial_61_neu_21_f1_f2_acum_r9_l7_task_2_sess_1,Picture,[8977.8064546],[0],3,[1],0,0.937451849998979
VTA_LN_VTA12_ses1,trial_62_neu_22_f2_f1_acum_r9_l7_task_2_sess_1,Picture,[8982.806578],[0],3,[1],0,0.5231031500006793
